Custome ID,Country,City,State,PostalCode,Region,OrderID,ProductID
GH-14485,United States,Richardson,Texas,75080,Central,CA-2016-117590,FUR-FU-10003664
SN-20710,United States,Houston,Texas,77041,Central,CA-2015-117415,OFF-EN-10002986
SN-20710,United States,Houston,Texas,77041,Central,CA-2015-117415,FUR-BO-10002545
SN-20710,United States,Houston,Texas,77041,Central,CA-2015-117415,FUR-CH-10004218
SN-20710,United States,Houston,Texas,77041,Central,CA-2015-117415,TEC-PH-10000486
LC-16930,United States,Naperville,Illinois,60540,Central,CA-2017-120999,TEC-PH-10004093
RA-19885,United States,Los Angeles,California,90049,West,CA-2016-101343,OFF-ST-10003479
ES-14080,United States,Melbourne,Florida,32935,South,CA-2017-139619,OFF-ST-10003282
ON-18715,United States,Eagan,Minnesota,55122,Central,CA-2016-118255,TEC-AC-10000171
ON-18715,United States,Eagan,Minnesota,55122,Central,CA-2016-118255,OFF-BI-10003291
PO-18865,United States,Westland,Michigan,48185,Central,CA-2014-146703,OFF-ST-10001713
LH-16900,United States,Dover,Delaware,19901,East,CA-2016-169194,TEC-AC-10002167
LH-16900,United States,Dover,Delaware,19901,East,CA-2016-169194,TEC-PH-10003988
DP-13000,United States,New Albany,Indiana,47150,Central,CA-2015-115742,OFF-BI-10004410
DP-13000,United States,New Albany,Indiana,47150,Central,CA-2015-115742,OFF-LA-10002762
DP-13000,United States,New Albany,Indiana,47150,Central,CA-2015-115742,FUR-FU-10001706
DP-13000,United States,New Albany,Indiana,47150,Central,CA-2015-115742,FUR-CH-10003061
JM-15265,United States,New York City,New York,10024,East,CA-2016-105816,OFF-FA-10000304
JM-15265,United States,New York City,New York,10024,East,CA-2016-105816,TEC-PH-10002447
TB-21055,United States,Troy,New York,12180,East,CA-2016-111682,OFF-ST-10000604
TB-21055,United States,Troy,New York,12180,East,CA-2016-111682,OFF-PA-10001569
TB-21055,United States,Troy,New York,12180,East,CA-2016-111682,FUR-CH-10003968
TB-21055,United States,Troy,New York,12180,East,CA-2016-111682,OFF-PA-10000587
TB-21055,United States,Troy,New York,12180,East,CA-2016-111682,TEC-AC-10002167
TB-21055,United States,Troy,New York,12180,East,CA-2016-111682,OFF-BI-10001460
TB-21055,United States,Troy,New York,12180,East,CA-2016-111682,OFF-AR-10001868
KM-16720,United States,Los Angeles,California,90004,West,CA-2015-135545,TEC-AC-10004633
KM-16720,United States,Los Angeles,California,90004,West,CA-2015-135545,OFF-BI-10001078
KM-16720,United States,Los Angeles,California,90004,West,CA-2015-135545,OFF-PA-10003892
KM-16720,United States,Los Angeles,California,90004,West,CA-2015-135545,FUR-FU-10000397
PS-18970,United States,Chicago,Illinois,60610,Central,US-2015-164175,FUR-CH-10001146
BS-11590,United States,Gilbert,Arizona,85234,West,CA-2014-106376,OFF-AR-10002671
BS-11590,United States,Gilbert,Arizona,85234,West,CA-2014-106376,TEC-PH-10002726
KD-16270,United States,Springfield,Virginia,22153,South,CA-2016-119823,OFF-PA-10000482
HM-14980,United States,New York City,New York,10009,East,CA-2016-106075,OFF-BI-10004654
TB-21520,United States,Jackson,Michigan,49201,Central,CA-2017-114440,OFF-PA-10004675
JE-15745,United States,Memphis,Tennessee,38109,South,US-2015-134026,FUR-CH-10000513
JE-15745,United States,Memphis,Tennessee,38109,South,US-2015-134026,FUR-FU-10003708
JE-15745,United States,Memphis,Tennessee,38109,South,US-2015-134026,OFF-ST-10004123
KB-16600,United States,Houston,Texas,77041,Central,US-2017-118038,OFF-BI-10004182
KB-16600,United States,Houston,Texas,77041,Central,US-2017-118038,FUR-FU-10000260
KB-16600,United States,Houston,Texas,77041,Central,US-2017-118038,OFF-ST-10000615
JE-15745,United States,Houston,Texas,77070,Central,US-2014-147606,FUR-FU-10003194
SC-20770,United States,Decatur,Alabama,35601,South,CA-2016-127208,OFF-AP-10002118
SC-20770,United States,Decatur,Alabama,35601,South,CA-2016-127208,OFF-BI-10002309
DN-13690,United States,San Francisco,California,94122,West,CA-2014-139451,OFF-AR-10002053
DN-13690,United States,San Francisco,California,94122,West,CA-2014-139451,OFF-ST-10002370
JC-16105,United States,Durham,North Carolina,27707,South,CA-2015-149734,OFF-EN-10000927
CS-12400,United States,Chicago,Illinois,60623,Central,US-2017-119662,OFF-ST-10003656
PO-18865,United States,Columbia,South Carolina,29203,South,CA-2017-140088,FUR-CH-10000863
PG-18895,United States,Rochester,Minnesota,55901,Central,CA-2017-155558,TEC-AC-10001998
PG-18895,United States,Rochester,Minnesota,55901,Central,CA-2017-155558,OFF-LA-10000134
GM-14455,United States,Houston,Texas,77095,Central,CA-2016-159695,OFF-ST-10003442
JS-15685,United States,Los Angeles,California,90036,West,CA-2016-109806,OFF-AR-10004930
JS-15685,United States,Los Angeles,California,90036,West,CA-2016-109806,TEC-PH-10004093
JS-15685,United States,Los Angeles,California,90036,West,CA-2016-109806,OFF-PA-10000304
KB-16315,United States,Minneapolis,Minnesota,55407,Central,CA-2015-149587,OFF-PA-10003177
KB-16315,United States,Minneapolis,Minnesota,55407,Central,CA-2015-149587,FUR-FU-10003799
KB-16315,United States,Minneapolis,Minnesota,55407,Central,CA-2015-149587,OFF-BI-10002852
RB-19705,United States,Portland,Oregon,97206,West,US-2017-109484,OFF-BI-10004738
PN-18775,United States,New York City,New York,10009,East,CA-2017-161018,FUR-FU-10000629
KD-16345,United States,San Francisco,California,94122,West,CA-2017-157833,OFF-BI-10001721
ER-13855,United States,Saint Paul,Minnesota,55106,Central,CA-2016-149223,OFF-AP-10000358
RB-19465,United States,Chicago,Illinois,60610,Central,CA-2016-158568,OFF-PA-10003256
RB-19465,United States,Chicago,Illinois,60610,Central,CA-2016-158568,TEC-AC-10001767
RB-19465,United States,Chicago,Illinois,60610,Central,CA-2016-158568,OFF-BI-10002609
GZ-14470,United States,Rochester,Minnesota,55901,Central,CA-2016-129903,OFF-PA-10004040
LC-16870,United States,Aurora,Colorado,80013,West,US-2015-156867,TEC-AC-10001552
LC-16870,United States,Aurora,Colorado,80013,West,US-2015-156867,FUR-FU-10004006
LC-16870,United States,Aurora,Colorado,80013,West,US-2015-156867,OFF-BI-10002794
JM-15250,United States,Charlotte,North Carolina,28205,South,CA-2017-119004,TEC-AC-10003499
JM-15250,United States,Charlotte,North Carolina,28205,South,CA-2017-119004,TEC-PH-10002844
JM-15250,United States,Charlotte,North Carolina,28205,South,CA-2017-119004,OFF-AR-10000390
PA-19060,United States,Orland Park,Illinois,60462,Central,CA-2015-129476,TEC-AC-10000844
CV-12805,United States,New York City,New York,10035,East,CA-2017-146780,FUR-FU-10001934
CL-12565,United States,Urbandale,Iowa,50322,Central,CA-2016-128867,OFF-AR-10000380
CL-12565,United States,Urbandale,Iowa,50322,Central,CA-2016-128867,OFF-BI-10003981
RC-19960,United States,Columbus,Ohio,43229,East,CA-2014-115259,OFF-FA-10000621
RC-19960,United States,Columbus,Ohio,43229,East,CA-2014-115259,OFF-EN-10002600
RC-19960,United States,Columbus,Ohio,43229,East,CA-2014-115259,OFF-PA-10004965
RC-19960,United States,Columbus,Ohio,43229,East,CA-2014-115259,OFF-EN-10002504
DK-13090,United States,Seattle,Washington,98103,West,CA-2015-110457,FUR-TA-10001768
GG-14650,United States,Bristol,Tennessee,37620,South,US-2015-136476,OFF-BI-10003650
SC-20725,United States,Wilmington,Delaware,19805,East,CA-2016-103730,FUR-FU-10002157
SC-20725,United States,Wilmington,Delaware,19805,East,CA-2016-103730,OFF-BI-10003910
SC-20725,United States,Wilmington,Delaware,19805,East,CA-2016-103730,OFF-ST-10000777
SC-20725,United States,Wilmington,Delaware,19805,East,CA-2016-103730,OFF-EN-10002500
SC-20725,United States,Wilmington,Delaware,19805,East,CA-2016-103730,TEC-PH-10003875
AD-10180,United States,Houston,Texas,77041,Central,US-2014-152030,FUR-CH-10004063
PF-19165,United States,Bloomington,Illinois,61701,Central,US-2014-134614,FUR-TA-10004534
TS-21610,United States,Phoenix,Arizona,85023,West,US-2017-107272,OFF-BI-10003274
TS-21610,United States,Phoenix,Arizona,85023,West,US-2017-107272,OFF-ST-10002974
LS-16975,United States,Los Angeles,California,90004,West,US-2016-125969,FUR-CH-10001146
LS-16975,United States,Los Angeles,California,90004,West,US-2016-125969,FUR-FU-10003773
DW-13585,United States,Columbus,Ohio,43229,East,US-2017-164147,TEC-PH-10002293
DW-13585,United States,Columbus,Ohio,43229,East,US-2017-164147,OFF-PA-10002377
DW-13585,United States,Columbus,Ohio,43229,East,US-2017-164147,OFF-FA-10002780
LC-16885,United States,Roseville,California,95661,West,CA-2016-145583,OFF-PA-10001804
LC-16885,United States,Roseville,California,95661,West,CA-2016-145583,OFF-PA-10001736
LC-16885,United States,Roseville,California,95661,West,CA-2016-145583,OFF-AR-10001149
LC-16885,United States,Roseville,California,95661,West,CA-2016-145583,OFF-FA-10002988
LC-16885,United States,Roseville,California,95661,West,CA-2016-145583,OFF-BI-10004781
LC-16885,United States,Roseville,California,95661,West,CA-2016-145583,OFF-SU-10001218
LC-16885,United States,Roseville,California,95661,West,CA-2016-145583,FUR-FU-10001706
JD-15895,United States,Philadelphia,Pennsylvania,19140,East,CA-2016-110366,FUR-FU-10004848
SH-19975,United States,San Francisco,California,94122,West,CA-2017-106180,OFF-AR-10000940
SH-19975,United States,San Francisco,California,94122,West,CA-2017-106180,OFF-EN-10004030
SH-19975,United States,San Francisco,California,94122,West,CA-2017-106180,OFF-PA-10004327
SG-20080,United States,Independence,Missouri,64055,Central,CA-2017-155376,OFF-AP-10001058
HA-14920,United States,Pasadena,California,91104,West,CA-2015-110744,OFF-ST-10003656
MG-17680,United States,Newark,Ohio,43055,East,CA-2014-110072,FUR-FU-10000521
JE-16165,United States,Franklin,Wisconsin,53132,Central,CA-2016-114489,TEC-PH-10000215
JE-16165,United States,Franklin,Wisconsin,53132,Central,CA-2016-114489,TEC-PH-10001448
JE-16165,United States,Franklin,Wisconsin,53132,Central,CA-2016-114489,FUR-CH-10000454
JE-16165,United States,Franklin,Wisconsin,53132,Central,CA-2016-114489,OFF-BI-10002735
TW-21025,United States,Scottsdale,Arizona,85254,West,CA-2016-158834,OFF-AP-10000326
TW-21025,United States,Scottsdale,Arizona,85254,West,CA-2016-158834,TEC-PH-10001254
SP-20650,United States,San Jose,California,95123,West,CA-2015-124919,OFF-PA-10001950
SP-20650,United States,San Jose,California,95123,West,CA-2015-124919,OFF-PA-10002254
SP-20650,United States,San Jose,California,95123,West,CA-2015-124919,OFF-ST-10001590
NK-18490,United States,Seattle,Washington,98105,West,CA-2015-118948,OFF-AR-10001547
DB-13060,United States,Seattle,Washington,98115,West,CA-2014-104269,FUR-CH-10004063
NP-18670,United States,Edmond,Oklahoma,73034,Central,CA-2016-114104,OFF-LA-10002475
NP-18670,United States,Edmond,Oklahoma,73034,Central,CA-2016-114104,TEC-PH-10004536
TT-21070,United States,Los Angeles,California,90045,West,CA-2016-162733,OFF-PA-10002751
EM-13960,United States,Philadelphia,Pennsylvania,19134,East,CA-2015-119697,TEC-AC-10003657
RD-19900,United States,Carlsbad,New Mexico,88220,West,CA-2016-154508,OFF-EN-10001990
MJ-17740,United States,Seattle,Washington,98115,West,CA-2016-113817,OFF-BI-10004002
BM-11140,United States,San Antonio,Texas,78207,Central,CA-2014-139892,OFF-AR-10004441
BM-11140,United States,San Antonio,Texas,78207,Central,CA-2014-139892,TEC-MA-10000822
BM-11140,United States,San Antonio,Texas,78207,Central,CA-2014-139892,OFF-ST-10000991
BM-11140,United States,San Antonio,Texas,78207,Central,CA-2014-139892,FUR-CH-10004287
BM-11140,United States,San Antonio,Texas,78207,Central,CA-2014-139892,OFF-AR-10002656
BM-11140,United States,San Antonio,Texas,78207,Central,CA-2014-139892,OFF-AP-10002518
BM-11140,United States,San Antonio,Texas,78207,Central,CA-2014-139892,TEC-PH-10003931
CS-12130,United States,Los Angeles,California,90004,West,CA-2014-118962,OFF-PA-10000659
CS-12130,United States,Los Angeles,California,90004,West,CA-2014-118962,OFF-PA-10001144
CS-12130,United States,Los Angeles,California,90004,West,CA-2014-118962,FUR-CH-10003817
JB-15400,United States,Chicago,Illinois,60623,Central,US-2014-100853,OFF-AP-10000891
JB-15400,United States,Chicago,Illinois,60623,Central,US-2014-100853,OFF-LA-10003148
SJ-20500,United States,Houston,Texas,77036,Central,US-2017-152366,OFF-AP-10002684
JE-15745,United States,Newark,Ohio,43055,East,US-2015-101511,FUR-CH-10004698
JE-15745,United States,Newark,Ohio,43055,East,US-2015-101511,OFF-SU-10002189
JK-15640,United States,New York City,New York,10009,East,CA-2015-137225,OFF-AR-10001940
DK-13150,United States,Decatur,Illinois,62521,Central,CA-2014-166191,OFF-ST-10003455
DK-13150,United States,Decatur,Illinois,62521,Central,CA-2014-166191,TEC-AC-10004659
RM-19675,United States,Monroe,Louisiana,71203,South,CA-2014-158274,TEC-PH-10003273
RM-19675,United States,Monroe,Louisiana,71203,South,CA-2014-158274,TEC-PH-10004896
RM-19675,United States,Monroe,Louisiana,71203,South,CA-2014-158274,TEC-AC-10002345
SK-19990,United States,Fairfield,Connecticut,6824,East,CA-2016-105018,OFF-BI-10001890
FM-14290,United States,Los Angeles,California,90032,West,CA-2014-123260,TEC-AC-10002323
AM-10360,United States,Grand Prairie,Texas,75051,Central,CA-2016-157000,OFF-ST-10001328
AM-10360,United States,Grand Prairie,Texas,75051,Central,CA-2016-157000,OFF-PA-10001950
MP-17470,United States,New York City,New York,10035,East,CA-2015-102281,FUR-BO-10002613
MP-17470,United States,New York City,New York,10035,East,CA-2015-102281,TEC-PH-10001552
MP-17470,United States,New York City,New York,10035,East,CA-2015-102281,OFF-PA-10000061
MP-17470,United States,New York City,New York,10035,East,CA-2015-102281,FUR-BO-10002545
MP-17470,United States,New York City,New York,10035,East,CA-2015-102281,OFF-AR-10003514
MZ-17515,United States,Redlands,California,92374,West,CA-2015-131457,OFF-EN-10001509
CB-12025,United States,Hamilton,Ohio,45011,East,CA-2014-140004,OFF-AR-10004685
CB-12025,United States,Hamilton,Ohio,45011,East,CA-2014-140004,OFF-AR-10004027
VM-21685,United States,Westfield,New Jersey,7090,East,CA-2017-107720,OFF-ST-10001414
FH-14365,United States,Philadelphia,Pennsylvania,19120,East,US-2017-124303,OFF-BI-10000343
FH-14365,United States,Philadelphia,Pennsylvania,19120,East,US-2017-124303,OFF-PA-10002749
MB-17305,United States,Akron,Ohio,44312,East,CA-2017-105074,OFF-PA-10002666
BS-11755,United States,Denver,Colorado,80219,West,CA-2014-133690,FUR-TA-10004289
BS-11755,United States,Denver,Colorado,80219,West,CA-2014-133690,OFF-AP-10003622
LC-17140,United States,Dallas,Texas,75220,Central,US-2017-116701,OFF-AP-10003217
HK-14890,United States,Franklin,Tennessee,37064,South,CA-2017-126382,FUR-FU-10002960
LE-16810,United States,Whittier,California,90604,West,CA-2017-108329,TEC-PH-10001918
JH-15985,United States,Saginaw,Michigan,48601,Central,CA-2017-135860,OFF-ST-10000642
JH-15985,United States,Saginaw,Michigan,48601,Central,CA-2017-135860,TEC-PH-10001700
JH-15985,United States,Saginaw,Michigan,48601,Central,CA-2017-135860,OFF-BI-10003274
JH-15985,United States,Saginaw,Michigan,48601,Central,CA-2017-135860,OFF-FA-10000134
JH-15985,United States,Saginaw,Michigan,48601,Central,CA-2017-135860,OFF-ST-10001522
MS-17980,United States,Dallas,Texas,75220,Central,CA-2015-101007,TEC-AC-10001266
VW-21775,United States,Medina,Ohio,44256,East,CA-2015-146262,OFF-LA-10004544
VW-21775,United States,Medina,Ohio,44256,East,CA-2015-146262,FUR-BO-10004695
VW-21775,United States,Medina,Ohio,44256,East,CA-2015-146262,TEC-PH-10002844
VW-21775,United States,Medina,Ohio,44256,East,CA-2015-146262,TEC-MA-10000864
VW-21775,United States,Medina,Ohio,44256,East,CA-2015-146262,TEC-AC-10000109
JH-15910,United States,Los Angeles,California,90032,West,CA-2016-130162,OFF-ST-10001328
JH-15910,United States,Los Angeles,California,90032,West,CA-2016-130162,TEC-PH-10002563
JB-15925,United States,Dublin,Ohio,43017,East,CA-2015-169397,OFF-FA-10000585
JB-15925,United States,Dublin,Ohio,43017,East,CA-2015-169397,OFF-PA-10004000
JB-15925,United States,Dublin,Ohio,43017,East,CA-2015-169397,OFF-BI-10002852
JB-15925,United States,Dublin,Ohio,43017,East,CA-2015-169397,FUR-FU-10000087
JB-15925,United States,Dublin,Ohio,43017,East,CA-2015-169397,TEC-MA-10001148
JB-15925,United States,Dublin,Ohio,43017,East,CA-2015-169397,OFF-AR-10001958
DS-13180,United States,Detroit,Michigan,48227,Central,CA-2015-163055,OFF-AR-10001026
DS-13180,United States,Detroit,Michigan,48227,Central,CA-2015-163055,FUR-TA-10003748
DS-13180,United States,Detroit,Michigan,48227,Central,CA-2015-163055,OFF-ST-10002485
VD-21670,United States,Columbia,Tennessee,38401,South,US-2015-145436,FUR-CH-10004860
VD-21670,United States,Columbia,Tennessee,38401,South,US-2015-145436,FUR-CH-10004477
EA-14035,United States,Charlotte,North Carolina,28205,South,US-2014-156216,OFF-BI-10001679
CS-12400,United States,Tampa,Florida,33614,South,US-2017-100930,FUR-TA-10001705
CS-12400,United States,Tampa,Florida,33614,South,US-2017-100930,FUR-TA-10003473
CS-12400,United States,Tampa,Florida,33614,South,US-2017-100930,OFF-BI-10001679
CS-12400,United States,Tampa,Florida,33614,South,US-2017-100930,FUR-FU-10004017
CS-12400,United States,Tampa,Florida,33614,South,US-2017-100930,TEC-AC-10003832
DB-13120,United States,Santa Clara,California,95051,West,CA-2017-160514,OFF-PA-10002479
KL-16645,United States,Chicago,Illinois,60610,Central,CA-2016-157749,OFF-PA-10003349
KL-16645,United States,Chicago,Illinois,60610,Central,CA-2016-157749,FUR-FU-10000576
KL-16645,United States,Chicago,Illinois,60610,Central,CA-2016-157749,FUR-FU-10004351
KL-16645,United States,Chicago,Illinois,60610,Central,CA-2016-157749,TEC-PH-10000011
KL-16645,United States,Chicago,Illinois,60610,Central,CA-2016-157749,FUR-TA-10002607
KL-16645,United States,Chicago,Illinois,60610,Central,CA-2016-157749,FUR-FU-10002505
KL-16645,United States,Chicago,Illinois,60610,Central,CA-2016-157749,OFF-AR-10004685
DW-13480,United States,Lakeville,Minnesota,55044,Central,CA-2014-131926,FUR-CH-10004063
DW-13480,United States,Lakeville,Minnesota,55044,Central,CA-2014-131926,OFF-ST-10002276
DW-13480,United States,Lakeville,Minnesota,55044,Central,CA-2014-131926,OFF-PA-10004082
DW-13480,United States,Lakeville,Minnesota,55044,Central,CA-2014-131926,OFF-AP-10002945
DW-13480,United States,Lakeville,Minnesota,55044,Central,CA-2014-131926,OFF-PA-10000061
LH-17155,United States,San Francisco,California,94109,West,CA-2016-154739,FUR-CH-10002965
KC-16540,United States,San Diego,California,92037,West,CA-2016-145625,OFF-PA-10004569
KC-16540,United States,San Diego,California,92037,West,CA-2016-145625,TEC-AC-10003832
DL-13315,United States,New York City,New York,10024,East,CA-2016-146941,OFF-ST-10001228
DL-13315,United States,New York City,New York,10024,East,CA-2016-146941,OFF-EN-10003296
DR-12880,United States,Chicago,Illinois,60623,Central,US-2015-159982,FUR-FU-10002505
DR-12880,United States,Chicago,Illinois,60623,Central,US-2015-159982,OFF-ST-10004804
DR-12880,United States,Chicago,Illinois,60623,Central,US-2015-159982,OFF-ST-10001590
DR-12880,United States,Chicago,Illinois,60623,Central,US-2015-159982,TEC-PH-10001580
CC-12670,United States,New York City,New York,10009,East,CA-2017-163139,TEC-AC-10000290
CC-12670,United States,New York City,New York,10009,East,CA-2017-163139,OFF-ST-10002790
CC-12670,United States,New York City,New York,10009,East,CA-2017-163139,OFF-BI-10003460
Dl-13600,United States,Pasadena,Texas,77506,Central,US-2017-155299,OFF-AP-10002203
SB-20290,United States,Houston,Texas,77036,Central,US-2014-106992,TEC-MA-10000822
SB-20290,United States,Houston,Texas,77036,Central,US-2014-106992,TEC-MA-10003353
RC-19825,United States,Chicago,Illinois,60610,Central,CA-2016-125318,TEC-PH-10001433
AH-10210,United States,Brentwood,California,94513,West,CA-2015-155040,TEC-AC-10004469
CB-12535,United States,Chapel Hill,North Carolina,27514,South,CA-2017-136826,OFF-AR-10003602
PG-18895,United States,Morristown,New Jersey,7960,East,CA-2016-111010,OFF-FA-10003472
CA-12310,United States,Cincinnati,Ohio,45231,East,US-2017-145366,OFF-ST-10004180
CA-12310,United States,Cincinnati,Ohio,45231,East,US-2017-145366,OFF-EN-10004386
KH-16690,United States,San Francisco,California,94110,West,CA-2017-163979,OFF-ST-10003208
HA-14920,United States,San Francisco,California,94109,West,CA-2015-155334,TEC-AC-10003628
HA-14920,United States,San Francisco,California,94109,West,CA-2015-155334,FUR-FU-10003274
HA-14920,United States,San Francisco,California,94109,West,CA-2015-155334,OFF-BI-10002557
BB-10990,United States,Inglewood,California,90301,West,CA-2017-118136,OFF-PA-10002615
BB-10990,United States,Inglewood,California,90301,West,CA-2017-118136,OFF-AR-10001427
AG-10495,United States,Philadelphia,Pennsylvania,19140,East,CA-2017-132976,OFF-PA-10000673
AG-10495,United States,Philadelphia,Pennsylvania,19140,East,CA-2017-132976,OFF-PA-10004470
AG-10495,United States,Philadelphia,Pennsylvania,19140,East,CA-2017-132976,OFF-ST-10000876
AG-10495,United States,Philadelphia,Pennsylvania,19140,East,CA-2017-132976,OFF-LA-10002043
SC-20725,United States,Houston,Texas,77070,Central,US-2015-161991,OFF-BI-10004967
SC-20725,United States,Houston,Texas,77070,Central,US-2015-161991,TEC-PH-10001760
JO-15280,United States,Los Angeles,California,90004,West,CA-2015-130890,FUR-TA-10002903
TB-21520,United States,Portland,Oregon,97206,West,CA-2015-130883,OFF-PA-10000474
TB-21520,United States,Portland,Oregon,97206,West,CA-2015-130883,TEC-AC-10001956
TB-21520,United States,Portland,Oregon,97206,West,CA-2015-130883,OFF-PA-10004100
AH-10195,United States,Tamarac,Florida,33319,South,CA-2016-112697,OFF-BI-10000778
AH-10195,United States,Tamarac,Florida,33319,South,CA-2016-112697,OFF-AP-10002684
AH-10195,United States,Tamarac,Florida,33319,South,CA-2016-112697,OFF-SU-10000646
NZ-18565,United States,Columbus,Ohio,43229,East,CA-2016-110772,OFF-FA-10002983
NZ-18565,United States,Columbus,Ohio,43229,East,CA-2016-110772,OFF-LA-10004689
NZ-18565,United States,Columbus,Ohio,43229,East,CA-2016-110772,TEC-AC-10002001
NZ-18565,United States,Columbus,Ohio,43229,East,CA-2016-110772,FUR-BO-10004709
KL-16555,United States,Colorado Springs,Colorado,80906,West,CA-2014-111451,FUR-FU-10004091
KL-16555,United States,Colorado Springs,Colorado,80906,West,CA-2014-111451,FUR-CH-10001891
KL-16555,United States,Colorado Springs,Colorado,80906,West,CA-2014-111451,FUR-FU-10002918
KL-16555,United States,Colorado Springs,Colorado,80906,West,CA-2014-111451,OFF-BI-10004593
KL-16555,United States,Colorado Springs,Colorado,80906,West,CA-2014-111451,OFF-FA-10004854
JD-15895,United States,Belleville,New Jersey,7109,East,CA-2016-142545,OFF-PA-10002105
JD-15895,United States,Belleville,New Jersey,7109,East,CA-2016-142545,OFF-ST-10002756
JD-15895,United States,Belleville,New Jersey,7109,East,CA-2016-142545,OFF-PA-10004243
JD-15895,United States,Belleville,New Jersey,7109,East,CA-2016-142545,FUR-FU-10001861
JD-15895,United States,Belleville,New Jersey,7109,East,CA-2016-142545,OFF-BI-10002706
JH-15910,United States,Chicago,Illinois,60623,Central,US-2017-152380,FUR-TA-10002533
AS-10225,United States,New York City,New York,10024,East,CA-2015-144253,FUR-FU-10002671
KB-16600,United States,Taylor,Michigan,48180,Central,CA-2014-130960,OFF-AR-10003651
CR-12625,United States,Lakewood,New Jersey,8701,East,CA-2014-111003,OFF-BI-10001072
CR-12625,United States,Lakewood,New Jersey,8701,East,CA-2014-111003,OFF-AR-10002135
SH-20395,United States,Arlington,Virginia,22204,South,CA-2017-126774,OFF-AR-10002804
BP-11185,United States,Arvada,Colorado,80004,West,CA-2016-142902,FUR-FU-10001918
BP-11185,United States,Arvada,Colorado,80004,West,CA-2016-142902,FUR-CH-10004086
BP-11185,United States,Arvada,Colorado,80004,West,CA-2016-142902,FUR-FU-10001756
BP-11185,United States,Arvada,Colorado,80004,West,CA-2016-142902,OFF-LA-10000634
TS-21205,United States,Hackensack,New Jersey,7601,East,CA-2014-120887,FUR-FU-10001588
AG-10525,United States,Saint Petersburg,Florida,33710,South,CA-2014-167850,TEC-PH-10002398
AG-10525,United States,Saint Petersburg,Florida,33710,South,CA-2014-167850,OFF-PA-10001937
